category,title,info,road_address,jibun_address,location,homepage,image
여행,춘천호반체육관,체육관,강원 춘천시 우석로 102 호반체육관,석사동 산29-3복,강원특별자치도 춘천시,['https://www.cuc.or.kr/'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221102_176%2F16673546462236M5TB_PNG%2F%25C8%25A3%25B9%25DD%25C3%25BC%25C0%25B0%25B0%25FC.PNG
여행,청평사계곡,계곡,,강원 춘천시 북산면복,강원특별자치도 춘천시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_100%2F1441045652542t0rX6_JPEG%2F13491600_0.jpg
여행,신영,에어컨,강원 춘천시 애막골길20번길 9-1,석사동 756-12복,강원특별자치도 춘천시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190916_122%2F15685847442259tjyi_JPEG%2FR2D8sq5iASymROGEDU4vxNcE.jpg
여행,소금산그랜드밸리,유원지,강원 원주시 지정면 소금산길 12,간현리 1056-24복,강원도 원주시,['https://cms.wfmc.kr/web/index.do'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230717_180%2F1689568727297Jl3vg_JPEG%2F%25BC%25D2%25B1%25DD%25BB%25EA_%25BB%25E7%25C1%25F8.jpeg
여행,광양기독교100주년기념관,"기념관,생가",전남 광양시 진상면 성지로 399 사단법인광양시기독선교100주년기념관,황죽리 1395복,전라남도 광양시,['http://kyc100.onmam.com/view/main.do'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTEyMThfMjcx%2FMDAxNjM5NzYxNTgwNjM3.QgVJHrZo9vNof09YF7q3zUB8l_u6O91Nn2vUJwWLEs4g.P-qqxGmsRWfckWVTIWzQzY0N0NEtFq4zpIGieovkTS4g.JPEG.gwangyangsi%2F2.jpg
여행,장림포구,항구,부산 사하구 장림로93번길 72,장림동 1092복,부산광역시 사하구,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200315_61%2F1584231309077Cu6ch_JPEG%2FwzdATqGwhOMsFluhC5MWsl91.jpeg.jpg
여행,꽃보라동산,근린공원,구 북구 산격동 1384-1,"우편번호
702010복",대구광역시 북구,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200416_91%2F1587026277148jtvov_JPEG%2FH_VKOiYfqu6XkqOgAQ7YvOtq.jpg
여행,운암지 수변공원,"도시,테마공원",구 북구 구암동 349,"우편번호
702806복",대구광역시 북구,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150831_268%2F1441009629640elynO_JPEG%2F126168505536732_0.jpg
여행,하중도유채꽃단지,"관람,체험",구 북구 노곡동 740,"우편번호
702090복",대구광역시 북구,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231106_172%2F1699197590264U5sPg_JPEG%2Fc1c83360-7bee-11ee-88f6-a0369ffddb8c_03.jpg
여행,경북대학교 대구캠퍼스,대학교,대구 북구 대학로 80 경북대학교,산격동 1370-1복,대구광역시 북구,[],
여행,함지근린공원,근린공원,대구 북구 동암로38길 12,구암동 773복,대구광역시 북구,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzA5MTlfMTQ1%2FMDAxNjk1MTAzNTg2NTQy.7qZGDHN-bt3D0VujDeCYRVMIKlWoAYvhRzLHE1kp5gAg.DewfV5_O0nGty51838w-FzkmHl3AEF3O8DsKeSDovB8g.JPEG%2F20230919_145630.jpg
여행,미륵사지,세계문화유산,북 익산시 금마면 기양리 32-7,"우편번호
570911복",전라북도 익산시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20231017_185%2F1697514698833XPCBL_JPEG%2F79093df8-6ca0-11ee-9a63-a0369ffdb4b0_03.jpg
여행,왕궁보석테마관광지,"관람,체험",전북 익산시 왕궁면 호반로 8 보석박물관,동용리 656-1복,전라북도 익산시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMzA4MzFfMTgg%2FMDAxNjkzNDc1MjMzNjE4.LnGJOg_5REJaTwHdzjFieai0cfZc24nrJ9wkPH7L7BEg.I-uH04-ZcLy8d-zPwovhnLPXuoSW8p4mdLkMr0jFZXAg.JPEG.chorokunni%2F20230826_155412.jpg
여행,웅포관광지곰개나루터,"관람,체험",전북 익산시 웅포면 강변로 25 곰개나루공원,웅포리 729복,전라북도 익산시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fmoment-phinf.pstatic.net%2FMjAyMzA0MDZfMjM0%2FMDAxNjgwNzg5NTk5OTU2.ouDh1kW2EVnnod7CB9PheKlVVuXzWF-atqerc9-JgvAg.1RdZ0TztbWWkVoH38R62wcsSTMG_8YAbC2Z3xjzkabUg.JPEG%2F4b7995b8-9b1a-478b-9aba-0abc62300990.jpg
여행,소요산국민관광지,"관람,체험",경기 동두천시 상봉암동 평화로2910번길 148-20,산1-1복,경기도 동두천시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200607_219%2F1591490091464XpcEl_JPEG%2F7eWhEXpmEAlxfKmNRvuvRRye.jpg
여행,광주사직공원전망타워,부속시설,,광주 남구 양림동복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20230929_278%2F1695938337658pjCz0_JPEG%2F38066d3a-5e4a-11ee-968b-80615f0bccec_03.jpg
여행,광주사직공원,근린공원,광주 남구 사직길 49,사동 177복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMzEwMDNfMjI4%2FMDAxNjk2MzMxODYxNTM2.8fu73vg3xZMZ9NsLUcwEQ1mNaxyL1-r0_zoPccTYmEEg.ZS6S8b5dehdBkoU556u3rs6e2MxOmc544FuaLNlhNUYg.JPEG%2F20231002_200408.jpg
여행,효천물빛노닐터,근린공원,광주 남구 효천로 140,임암동 986복,광주광역시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fmoment-phinf.pstatic.net%2FMjAyMjExMjRfMjUw%2FMDAxNjY5Mjc5MzAwNzU3.WQj5epDCbHsKrzC_ktmEjlULJc5gtlaNO5BSnWTbA0Ug.aQkQFWRjEjysRyvfbbZgkP84bZKV3gtWKZAo0K6QZdcg.JPEG%2F13c5027f-bff1-4f99-9e02-1e003e3cb8fe.jpg
여행,광복로,도로명칭,,부산 중구 창선동1가복,부산광역시 중구,[],
여행,부산영화체험박물관,박물관,부산 중구 대청로126번길 12 부산영화체험박물관,동광동3가 41-4복,부산광역시 중구,['http://www.busanbom.kr'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221005_119%2F1664950995897DKiI8_JPEG%2FIMG_1584.jpg
여행,느랭이골,"휴양림,산림욕장",전남 광양시 다압면 토끼재길 119-32 느랭이골,신원리 산125복,전라남도 광양시,['https://booking.naver.com/booking/3/bizes/51985'],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220115_280%2F1642225869338FtRlL_JPEG%2F%25B4%25D9%25BF%25EE%25B7%25CE%25B5%25E5.jpg
여행,구봉산전망대,전망대,전남 광양시 구봉산전망대길 155,황길동 산228-1복,전라남도 광양시,[],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fvideo-phinf.pstatic.net%2F20230916_160%2F1694868647942cMbQU_JPEG%2Fa74027f3-548f-11ee-b3ec-80615f0bcf30_03.jpg
