targetTitle,targetIndex,topTitle,similarity
"제8회 을숙도 청년예술공감, 해설이 있는 동물의 사육제",941,"제90회 을숙도 명품콘서트, 부산심포니오케스트라, 해설이 있는 음악회: 고흐, 별이 빛나는 밤에 [청양], 제91회 을숙도 명품콘서트, 코믹 가족마당극 효자전, 제8회 구로 클래식 페스타, 더울림앙상블 (11.17), 제8회 구로 클래식 페스타, 심포니앤조이오케스트라 (11.19), 제8회 구로 클래식 페스타, 서서울필하모닉오케스트라 (11.18), 제8회 구로 클래식 페스타, 드림챔버오케스트라 (11.18), 을숙도 힐링콘서트, 황병기의 명인의 음율: 전통 현악기 축제, 을숙도 힐링콘서트, 황병기의 명인의 음율: 전통 현악기 축제, 어린이를 위한 오페라, 피가로의 결혼, 제38회 예술공감, 피스 오브 클래식: GUESS WHAT?! 숨어있는 음악을 맞춰봐!, 제8회 마르떼 심포니 오케스트라 정기공연, OVERTURE SPRING 봄의 서막 [창원]","[(1073, 0.3105597944075963), (457, 0.25856444204357026), (998, 0.21645668325408318), (1364, 0.20073979560016206), (1347, 0.192570750276815), (1349, 0.192570750276815), (1363, 0.192570750276815), (943, 0.19191824086761988), (945, 0.19191824086761988), (1246, 0.17581546160633899), (1206, 0.14372352161033394), (492, 0.1371971316422657)]"
장은희 독주회 and 6 Cello Ensemble,942,"오 헨리의 겨울 [부천], Ensemble FOC 연주회 (11.26), Ensemble FOC 연주회 (11.23) [이천], 천예나 피아노 독주회, 이나래 피아노 독주회, 김지은 피아노 독주회, 송성준 피아노 독주회, 이주희 피아노 독주회, 정승미 피아노 독주회, 이선미 피아노 독주회, 박혜윤 피아노 독주회, 조유리 바이올린 독주회","[(915, 0.2685193852339734), (1168, 0.23947524040856175), (1380, 0.22569363396197878), (438, 0.2176244770357444), (516, 0.2176244770357444), (791, 0.2176244770357444), (711, 0.21685506919570283), (745, 0.21685506919570283), (802, 0.21685506919570283), (901, 0.21685506919570283), (1374, 0.21685506919570283), (1284, 0.2117439930805597)]"
"을숙도 힐링콘서트, 황병기의 명인의 음율: 전통 현악기 축제",943,"을숙도 힐링콘서트, 황병기의 명인의 음율: 전통 현악기 축제, 제90회 을숙도 명품콘서트, 부산심포니오케스트라, 제2회 뮤직페인트 정기연주회: Trendi-tion, 전통 on stage, 신진국악: 고영열&서도밴드 [화성], 제91회 을숙도 명품콘서트, 코믹 가족마당극 효자전, 제8회 을숙도 청년예술공감, 해설이 있는 동물의 사육제, 아리랑랩소디 [동두천], 중앙대학교 국악관현악 정기연주회, 우리가락 한마당 [대구], 문화유산 스토리텔링 콘서트 [인천], 제69회 충주시립우륵국악단 정기연주회, 제14회 대구학생국악단 정기연주회","[(945, 1.0), (1073, 0.23638770784183993), (1062, 0.22431348749601823), (1104, 0.2022108405116843), (998, 0.19883671609189266), (941, 0.19191824086761985), (777, 0.15450178656118985), (878, 0.15262888928358045), (1270, 0.1524058084877237), (960, 0.15174547217978696), (821, 0.15127168951878292), (664, 0.1474503118755789)]"
"이번 정류장은: EP1, 김준서",944,"live SUM 2023: D82, 9001, OAH!, 석지민트리오 첫 번째 단독 공연, Portraits [부산], DISCO with 9001, SSHOWBOX with 초승, DISCO with 87dance, Section 2: 레트로, DISCO with 초록불꽃소년단, Section 1: 분출, 아갓탤 (I GOT TALENT), 잭킹콩 연말 콘서트: Haven, M 송년시리즈, 호두까기 인형 [마포], 오씰 단독 콘서트, 파랑(Waves), 네미시스 연말 콘서트: season’s greetings!, 송원 마포 돼지갈비","[(932, 0.37088404948869375), (501, 0.30503684960440636), (620, 0.25789722846435303), (916, 0.2504679687456769), (730, 0.21329219578671804), (922, 0.21329219578671804), (484, 0.2059799697023632), (837, 0.17803203088881173), (1197, 0.1687026948542276), (839, 0.1652497329783859), (434, 0.16145585457792172), (2381, 0.15263021051432693)]"
"을숙도 힐링콘서트, 황병기의 명인의 음율: 전통 현악기 축제",945,"을숙도 힐링콘서트, 황병기의 명인의 음율: 전통 현악기 축제, 제90회 을숙도 명품콘서트, 부산심포니오케스트라, 제2회 뮤직페인트 정기연주회: Trendi-tion, 전통 on stage, 신진국악: 고영열&서도밴드 [화성], 제91회 을숙도 명품콘서트, 코믹 가족마당극 효자전, 제8회 을숙도 청년예술공감, 해설이 있는 동물의 사육제, 아리랑랩소디 [동두천], 중앙대학교 국악관현악 정기연주회, 우리가락 한마당 [대구], 문화유산 스토리텔링 콘서트 [인천], 제69회 충주시립우륵국악단 정기연주회, 제14회 대구학생국악단 정기연주회","[(943, 1.0), (1073, 0.23638770784183993), (1062, 0.22431348749601823), (1104, 0.2022108405116843), (998, 0.19883671609189266), (941, 0.19191824086761985), (777, 0.15450178656118985), (878, 0.15262888928358045), (1270, 0.1524058084877237), (960, 0.15174547217978696), (821, 0.15127168951878292), (664, 0.1474503118755789)]"
돈빌리브 오셀로 [대구],946,"라이어 1탄 [대구], 2호선 세입자 [대구], 연극 라면 [광주], 난타 [대구], 실험실 콘서트 [대구], 연극 on stage, 띨뿌리 [화성], 컬렉션, 막짠 [대구], 맘마미아! [대구], 호두까기인형 [대구], 반짝반짝 달님이: 버블버블 마법의 솜사탕 [대구], K리그1","[(955, 0.15698212123558533), (1187, 0.14915753989792657), (1278, 0.12229636086511134), (1227, 0.12196692175487268), (1241, 0.11318879843750994), (1390, 0.11315185319958614), (800, 0.11277697075810736), (999, 0.111847708154364), (1112, 0.111847708154364), (471, 0.11107639990185132), (1321, 0.11101301626036916), (1498, 0.10933994436761467)]"
송소희 X 두번째달 X 오단해: 모던민요 [울산],947,"엘사의 생일파티 [울산], 로보카폴리: 잡아라! 황금트로피! [울산], 제125회 울산시립합창단 정기연주회, 천재 멘델스존 [울산], DAEKYUNG KIM 40,000 MILE EXPERIENCE [울산], 아리랑랩소디 [동두천], 중앙대학교 국악관현악 정기연주회, 우리가락 한마당 [대구], 문화유산 스토리텔링 콘서트 [인천], 제69회 충주시립우륵국악단 정기연주회, 제14회 대구학생국악단 정기연주회, 딴소리 판 [강릉], 반도","[(489, 0.2764881458852824), (462, 0.25179251354799864), (496, 0.2120282084398157), (923, 0.1896983731346956), (777, 0.18284099776297358), (878, 0.18062456768428298), (1270, 0.18036056869628392), (960, 0.17957911139349442), (821, 0.17901842600344897), (664, 0.1744961190666562), (500, 0.1703137375192969), (653, 0.16922147072612487)]"
"NCT127 3RD TOUR, THE UNITY: NEO CITY SEOUL",948,"조용필 & 위대한탄생 Tour Concert [서울], THE BOYZ 2ND WORLD TOUR: ZENERATION ENCORE, THE RAMPAGE 1st FAN CONCERT in SEOUL: THE BEGINNING, 성시경 연말 콘서트, 미스터트롯2 TOP7 콘서트 [서울], Music Festival, Ride the Beat, Daniel Caesar Presents: Superpowers World Tour - Leg 3, 10CM WINTER CONCERT: 9+1, 스트릿 우먼 파이터2: ON THE STAGE [서울], 김범수 콘서트: 명품BACK 5픈런, 로이킴 콘서트, Roy Note, TREASURE CONCERT: REBOOT [서울]","[(1087, 0.27302308949080706), (783, 0.2579476183815322), (1070, 0.23932478034270202), (466, 0.211424259394253), (1387, 0.2043231779239698), (830, 0.2012355529615539), (854, 0.191433664246413), (699, 0.17766759857175435), (1228, 0.17510000702722883), (1142, 0.17305545033841743), (1223, 0.17305545033841743), (1385, 0.16517675659053918)]"
소프라노 손순남 독창회,949,"소프라노 이현민 독창회, 낯선 문 앞에 서다, 김수영 피아노 독주회, 베이스 연광철, 한국가곡 독창회, 정나래 작곡 발표회, 음의 유영, 마티네콘서트, 이응광의 음악공방: 소프라노 김순영 & 베이스 김대영 듀오콘서트 [이천], 김단희 서도소리 독창회 Ⅱ, 단희:謠 [대구], 소소한 클래식, 미드나잇 인 파리, 히사이시 조 & 시네마 클래식: 크리스마스 드림, 필하모닉스 내한공연, 프렌쥬 클래식 사파리 Ⅱ [음성], 실험실 콘서트 [대구], 마술피리 [수원]","[(829, 0.38564318708172113), (611, 0.3644836319017964), (1174, 0.2914016701995996), (752, 0.2568440529598645), (1343, 0.20396058986562363), (696, 0.19162760063803536), (1299, 0.13598545650866636), (502, 0.13580140532622276), (982, 0.1356780325480192), (815, 0.13429905318471347), (1241, 0.13310299164179804), (1351, 0.13070113092310826)]"
"웨더보트 정규 1집 음반 발매 기념 콘서트, Escape from the",950,"이주영 발라드: 안녕, 오랜만이야, 임세모 겨울 단독 공연, 올해도 잘 살았다!, 디어클라우드 소극장 콘서트: 23` Merry Christmas & Farewell, 코토바 EP 발매 기념 콘서트: Humanoid Operational, From the New World [서산], 블랙홀 34주년 기념 공연, 먼데이프로젝트 시즌6, 변하은 EP 앨범 발매 콘서트: 졸업여행, 먼데이프로젝트 시즌6, 숨비 EP 앨범 발매 콘서트: 다이아몬드, Nomercy Company Compilation 노머시컴퍼니 앨범 발매 공연, KCM 20주년 기념 콘서트: 노트북, 환희 단독 콘서트: OVER THE SKY [서울], 환희 단독 콘서트: OVER THE SKY [김해]","[(1084, 0.32747789698551494), (896, 0.3268923276426927), (651, 0.3245888295238718), (819, 0.24663326887235898), (785, 0.19050264431626385), (521, 0.17021455645514033), (642, 0.16343544129334867), (685, 0.16343544129334867), (674, 0.15495822917521704), (1345, 0.15007004085616274), (624, 0.14547562511097278), (983, 0.1402959873656985)]"
사카모토 미우(Miu Sakamoto) 첫 내한공연: Still Lights,951,"필하모닉스 내한공연, 정재일 콘서트, Listen, 변진섭 전국투어 콘서트: 변천사 [서울], 베니 싱스 내한공연, 컬렉션, 류수정 단독 콘서트: WINTER WONDERLAND, 맥베스 [서울], 호두까기 인형, 파리나무십자가 소년합창단 내한공연 [창원], 플라이 바이 미드나잇 내한공연 [서울], 스텔라장 소극장 콘서트: 어떤 겨울 날들, 원오트릭스 포인트 네버 내한공연 [서울]","[(982, 0.18208681561647558), (796, 0.18028458613012094), (1403, 0.16624457698649123), (1172, 0.15838805300638104), (800, 0.1533899784704481), (958, 0.1528268963459861), (937, 0.15128448127177221), (1295, 0.14161508995466562), (1213, 0.13841814506705033), (959, 0.1382845884559578), (938, 0.13596817598876632), (977, 0.134162572183856)]"
알쏭달쏭 캐치! 티니핑: 신비한 상자를 열어라! [인천(앵콜)],952,"안녕 자두야, 내 이름은 최자두 [인천], 뽁 [전주(앵콜)], 크리스마스 캐럴 [인천], 호두까기인형 [인천 동구], 호두까기인형 [인천 수봉], 신비아파트 시즌6, 붉은 눈의 저주 [서울(앵콜)], 호두까기인형 [인천 검단], 바다로 간 쓰레기 [인천], 블록버스터 & 히사이시 조 영화음악 콘서트 [인천], NEW 달을 품은 슈퍼맨 [대전(앵콜)], 루돌프와 산타할아버지 [인천], 매직컬 스크루지, 크리스마스캐롤 [인천]","[(1293, 0.23782734900384084), (493, 0.1776537815660811), (1211, 0.1422616047545565), (1145, 0.14005701236488818), (1379, 0.13889436586191697), (1231, 0.13787703073622767), (1151, 0.13738731260085024), (643, 0.13253886255441133), (1170, 0.13205299785082236), (1309, 0.13132653977570677), (879, 0.11872007110531724), (873, 0.11411707051653588)]"
제27회 춘천시립청소년교향악단 정기연주회,953,"제170회 춘천시립교향악단 정기연주회, 제117회 춘천시립합창단 정기연주회: 슈베르트, 겨울나그네, 트리아 트리오 정기연주회, 앙상블 더 모던 정기연주회, 제12회 HPO 정기연주회, 64주년 한국기타협회 정기연주회, 제26회 원미동인회 정기연주회, 제72회 서울챔버앙상블 정기연주회, 제60회 콰르텟21 정기연주회, 제6회 앙상블루체 정기연주회, 제797회 KBS교향악단 정기연주회, 파시오네트 오케스트라 정기연주회","[(1255, 0.4499219503392024), (1021, 0.3645375075600067), (1124, 0.24051921203779683), (571, 0.23858313807022014), (517, 0.2360713634997015), (480, 0.23250979340187108), (704, 0.23250979340187108), (646, 0.23183333129300535), (662, 0.23183333129300535), (414, 0.22818749186953574), (1279, 0.227581948070704), (1071, 0.22672245550646686)]"
조용필 & 위대한탄생 Tour Concert [부산],954,"조용필 & 위대한탄생 Tour Concert [서울], 조용필 & 위대한탄생 Tour Concert [광주], 조용필 & 위대한탄생 Tour Concert [대구], AKMU CONCERT, AKMUTOPIA [부산], 임영웅 콘서트: IM HERO TOUR [부산], 엄정화 단독 콘서트: 초대 [부산], 폴킴 단독 콘서트, 남은 밤 [부산], 자우림 단독 콘서트: MIDNIGHT EXPRESS [부산], 나훈아 연말 콘서트: 12月에 IN DECEMBER [부산], GUMMY Tour Concert: LOVE [성남], 린(LYn) 콘서트: HOME [부산], 김완선, MUSIC 콘서트 [부산]","[(1087, 0.7079253247692636), (1162, 0.6524017384391335), (1042, 0.6271592802456771), (1234, 0.5785543597182421), (1173, 0.5279142446219298), (733, 0.4735154075508353), (980, 0.45107764047944443), (749, 0.4290408026718956), (1040, 0.40377183987339915), (1033, 0.28172123669834176), (1358, 0.22959253457331602), (883, 0.2282215707027855)]"
라이어 1탄 [대구],955,"라이어 1탄 [부산], 제1회 대구 창작 뮤지컬 페스타, 기억을걷다 리딩 콘서트, 제1회 대구 창작 뮤지컬 페스타, 개막식 & 뮤지컬 HAPPY BY BUS 갈라 콘서트, 2호선 세입자 [대구], 연극 라면 [광주], 난타 [대구], 돈빌리브 오셀로 [대구], 실험실 콘서트 [대구], 연극 on stage, 띨뿌리 [화성], 컬렉션, 막짠 [대구], 맘마미아! [대구]","[(1240, 0.6508877638489986), (782, 0.2738421823483601), (764, 0.2181512798159517), (1187, 0.19500826376541874), (1278, 0.1598900130255231), (1227, 0.15945930500400424), (946, 0.1569821212355853), (1241, 0.14798280446364204), (1390, 0.14793450233485356), (800, 0.14744438179465863), (999, 0.14622946575982637), (1112, 0.14622946575982637)]"
김진솔 플루트 독주회 [대구],956,"한지은 플루트 독주회, Musicographic Ⅰ, 난타 [대구], 한강의 기적 [대구], 제3회 앙상블유터피정기연주회, 절망에서 희망으로 [대구], 수성 X 경주 청소년오케스트라 Friendship Concert, 천예나 피아노 독주회, 이나래 피아노 독주회, 김지은 피아노 독주회, 송성준 피아노 독주회, 이주희 피아노 독주회, 정승미 피아노 독주회, 이선미 피아노 독주회","[(1069, 0.4311431222569632), (1227, 0.4092469117980756), (539, 0.3325741264825271), (693, 0.33160119229954016), (444, 0.2588304644110439), (438, 0.25377269389380797), (516, 0.25377269389380797), (791, 0.25377269389380797), (711, 0.2528754846141813), (745, 0.2528754846141813), (802, 0.2528754846141813), (901, 0.2528754846141813)]"
은하철도의 밤 [남양주],957,"은하철도의 밤 [여주], 세종국악심포니오케스트라 & 김경호의 아리랑 목동 [남양주], 토끼, 깡충, 남양주시립합창단, 클래식 세계여행: 남미의 음악산책 (11.21), 영유아 참여형 공연사업 상상, 같이, 도채비방쉬﻿, 일 테노레, 맥베스 [서울], 달 샤베트, 호두까기인형 [안양], 제1회 대구 창작 뮤지컬 페스타, 개막식 & 뮤지컬 HAPPY BY BUS 갈라 콘서트, 호두까기인형 [청주], 딜쿠샤","[(1086, 0.41075626922818015), (1019, 0.4101208588959532), (475, 0.26565684097386044), (450, 0.21527011210961491), (822, 0.18845068842156593), (1010, 0.1308945871127814), (937, 0.1272566924195206), (926, 0.12487014154989615), (688, 0.12286424113827579), (764, 0.12219596678158284), (1051, 0.1209717344863433), (931, 0.11905623959418024)]"
류수정 단독 콘서트: WINTER WONDERLAND,958,"플라워 단독 콘서트, rose in winter, 정재일 콘서트, Listen, 10CM WINTER CONCERT: 9+1, 정성하 콘서트, Winter Room, 변진섭 전국투어 콘서트: 변천사 [서울], 엄정화 단독 콘서트: 초대 [서울], 이글루베이 단독 콘서트, 장막, 크리스피 단독 콘서트, Neighborhood, 엄정화 단독 콘서트: 초대 [대구], 엄정화 단독 콘서트: 초대 [부산], 자우림 단독 콘서트: MIDNIGHT EXPRESS [서울], 맥거핀 단독 콘서트: Mr. Education2","[(630, 0.3560003655945635), (796, 0.3193122651040281), (699, 0.30400841306369614), (1018, 0.29771315614837), (1403, 0.29444520786987305), (731, 0.2819231028696393), (518, 0.2813803987270865), (1185, 0.2813803987270865), (738, 0.2642129574214589), (733, 0.2624509416299116), (762, 0.25199591920052455), (443, 0.25050778076126395)]"
플라이 바이 미드나잇 내한공연 [서울],959,"원오트릭스 포인트 네버 내한공연 [서울], XYLØ 한국 쇼케이스, KARDI 첫 단독 콘서트: RED ZONE, 필하모닉스 내한공연, 미드나잇: 액터뮤지션 [대학로], 베니 싱스 내한공연, 해피 바이 버스 [대구], 소소한 클래식, 미드나잇 인 파리, 미드나잇 먼치스 1st Label Concert, Family Meal, 파리나무십자가 소년합창단 내한공연 [창원], 열아홉번째 스윙-바이, June Yun X Hwan Yoo, 파슬스 내한공연 (PARCELS LIVE IN SEOUL)","[(977, 0.5479154514956179), (721, 0.45398927992830074), (520, 0.4421378037403607), (982, 0.23283826962323728), (463, 0.19478792328369854), (1172, 0.1751511921941581), (853, 0.17212406457699692), (1299, 0.17102138328180974), (423, 0.1629591779256249), (1213, 0.1530677514472702), (497, 0.14781329374103078), (1307, 0.14206381138710994)]"
문화유산 스토리텔링 콘서트 [인천],960,"퓨전국악 비단, 문화유산 스토리텔링 콘서트, SORAN스러운 하루 [인천], 버라이어티 서커스 쇼 [인천 계양], 아리랑랩소디 [동두천], 중앙대학교 국악관현악 정기연주회, 우리가락 한마당 [대구], 블록버스터 & 히사이시 조 영화음악 콘서트 [인천], 제69회 충주시립우륵국악단 정기연주회, 제14회 대구학생국악단 정기연주회, 딴소리 판 [강릉], 반도, 미스터트롯2 TOP7 콘서트 [인천]","[(867, 0.7616120919524938), (1099, 0.3940546112993048), (1078, 0.28200379039441525), (777, 0.22380625614544306), (878, 0.22109323814625806), (1270, 0.2207700905707517), (1170, 0.22065283403104147), (821, 0.2191272427687191), (664, 0.21359171957070952), (500, 0.2084722815489388), (653, 0.20713529397677116), (1068, 0.20710389865781628)]"
"크리스마스 콘서트, 선물",961,"금난새의 크리스마스 선물, 부활 크리스마스 콘서트 [서울], 루돌프의 크리스마스 선물 [수원], 김경호 락 크리스마스 콘서트, 달 샤베트, 나윤선 크리스마스 콘서트: ANOTHER CHRISTMAS, 크리스천뮤직페스티벌, 이삼열밴드의 크리스마스 콘서트, 리처드 용재 오닐 송년 콘서트: 선물 [대구], 리처드 용재 오닐 송년 콘서트: 선물 [청주], 웅산 크리스마스 콘서트, All That Jazz [울산], 리처드 용재 오닐 송년 콘서트: 선물 [경주], 말로 & 카리나 네뷸라, 크리스마스 재즈 콘서트 [울산]","[(1294, 0.44435819034955554), (479, 0.39313862059055465), (1394, 0.38299943386356267), (1204, 0.3633179659658883), (926, 0.3448038072038607), (1092, 0.34158158280630396), (902, 0.31333988664636186), (546, 0.3076744397348986), (1055, 0.3020966942615671), (1088, 0.2997499557461673), (474, 0.29387692011430583), (1118, 0.2931801473274278)]"
"코랄레움 인 서울 두번째 연주회, 20세기 합창음악을 만나다: 브리튼과 번스타인",962,"이루미 피아노 독주회, 수도국제대학원대학교 교수음악회, 제47회 서울대OB합창단 정기연주회, 권오민 트롬본 독주회, 베이스 이찬영 귀국독창회, 제30주년 기념 우리가곡연구회 연주회, Ensemble FOC 연주회 (11.26), 테헤란밸리윈드오케스트라 창립 20주년 기념 연주회, Ensemble FOC 연주회 (11.23) [이천], 남상일 & 리사의 뮤지컬, 국악을 만나다 [연천], 제10회 오라시오 합창단 정기연주회, 필하모닉스 내한공연","[(666, 0.21773794039367672), (592, 0.210705546708948), (597, 0.1988776789244218), (1095, 0.19868025845595313), (766, 0.18702065031465298), (1273, 0.17375133877858842), (1168, 0.16926002178737226), (428, 0.16549584227284853), (1380, 0.15951924439663273), (1311, 0.1386470502996413), (412, 0.12158931395240709), (982, 0.11562490289307079)]"
"부평아트센터 송년음악회, 박창근 콘서트 [인천]",963,"크리스마스 캐럴 [인천], 장은주 피아노 독주회 [인천], 브레드이발소 시즌2, 내 꿈을 찾아서 [인천], 어린이 서커스 마술쇼 [부평], 미스터트롯2 TOP7 콘서트 [인천], 강허달림 콘서트 [인천 연수], 블록버스터 & 히사이시 조 영화음악 콘서트 [인천], 크리스마스 콘서트, 퍼니밴드 [인천], 크리스마스 콘서트, 선물, SORAN스러운 하루 [인천], 최백호 콘서트 [부산], 성시경 연말 콘서트","[(1211, 0.49564550085689585), (506, 0.4559157295712947), (1340, 0.3709691273756126), (1376, 0.30254139712646544), (1068, 0.23640269299855393), (794, 0.22679560169959553), (1170, 0.2101259328900307), (544, 0.18578660753054835), (961, 0.18557371993461444), (1099, 0.1838853394550797), (689, 0.18065850834656336), (466, 0.17249535043147293)]"
"체코소년합창단 보니푸에리, 크리스마스 콘서트 [경기 광주]",964,"체코소년합창단 보니푸에리, 크리스마스콘서트, 국립발레단, 호두까기인형 [경기 광주], 누가 내 머리에 똥 쌌어? [경기 광주], 이상한 나라의 아빠 [경기 광주], 광주시문화재단 출범3주년 기념콘서트, 어서옵SHOW: 최백호 콘서트 [경기 광주], BAC 크리스마스 기획공연, 체코 보니푸에리 소년합창단, 크리스마스 칸타타 [광주], 크리스마스 콘서트, 퍼니밴드 [인천], 크리스마스 콘서트, 선물, 론 브랜튼의 재즈 크리스마스! [광주], 금난새의 크리스마스 선물, 박강수 콘서트 [광주]","[(744, 0.5458163415812006), (1177, 0.44199005310422473), (605, 0.3937747096226662), (1316, 0.3837783536898504), (1015, 0.36182577643365965), (1186, 0.3318972584502589), (801, 0.27585831145836376), (544, 0.2597126508772413), (961, 0.2501155069609309), (1381, 0.2426345707021492), (1294, 0.22557645740224727), (851, 0.22540049305589627)]"
"서울경기춤페스타: 여여, 변함없는 마음으로",965,"서울경기춤페스타: 여여 변함없이 이어가다, 서울경기춤페스타: 정재홀춤화, 서울경기춤페스타: 다음세대전, 서울경기춤페스타: 영재12인전, 서울경기춤페스타: 넥스트코레오, 달 샤베트, 크리스마스 콘서트, 선물, 격(隔), 호두까기 인형, 디토 오케스트라 정기연주회, BEETHOVEN NO.9, 한국명작무대제전, 호두까기인형 [익산]","[(833, 0.579145521945629), (967, 0.5026056478082803), (1064, 0.5026056478082803), (1065, 0.5026056478082803), (1066, 0.5026056478082803), (926, 0.24853511539005202), (961, 0.22000260927834336), (675, 0.2074379130324876), (1295, 0.15447536775031645), (1000, 0.15367371687407733), (563, 0.147627072976037), (1400, 0.14030724449785664)]"
청춘연가 [제주 서귀포],966,"호두까기인형 [제주 서귀포], 인어공주 [제주], K리그1, 오리지널 드로잉 쇼 [제주], K리그1, 여자만세 [제주], K리그1, 꽃돼지연탄구이, 바다의집, 서울청춘합창단, 아름다운 동행 [제주], KONTRAS2, 성민제 & 최진배 [제주], 달달한 음악으로의 초대 [제주]","[(1052, 0.7863242670773197), (1375, 0.2444812721506835), (1420, 0.23958139082133198), (532, 0.2358410349469499), (1462, 0.21681040967376686), (473, 0.20953510102407424), (1496, 0.19633150509715316), (2424, 0.1724768814282296), (2426, 0.1724768814282296), (505, 0.16067813513312), (876, 0.15743841379864226), (712, 0.1536736732710352)]"
서울경기춤페스타: 정재홀춤화,967,"서울경기춤페스타: 다음세대전, 서울경기춤페스타: 영재12인전, 서울경기춤페스타: 넥스트코레오, 서울경기춤페스타: 여여 변함없이 이어가다, 서울경기춤페스타: 여여, 변함없는 마음으로, 달 샤베트, 크리스마스 콘서트, 선물, 격(隔), 호두까기 인형, 디토 오케스트라 정기연주회, BEETHOVEN NO.9, 한국명작무대제전, 호두까기인형 [익산]","[(1064, 0.6490661934984346), (1065, 0.6490661934984346), (1066, 0.6490661934984346), (833, 0.5026056478082804), (965, 0.5026056478082804), (926, 0.3209588710361039), (961, 0.28411192111889594), (675, 0.2678858408901426), (1295, 0.1994898771476099), (1000, 0.19845462319647705), (563, 0.19064597210897744), (1400, 0.18119312726309886)]"
우리 아빠가 최고야 [대전],968,"우리 아빠가 최고야 [이천], 로보카폴리: 잡아라! 황금트로피! [대전], 호두까기인형 [대전], 빨래 [대전], 난장 정기공연, 꾸물꾸물: 길 위의 우리, NEW 달을 품은 슈퍼맨 [대전(앵콜)], 피노키오 [대전], K리그1, K리그1, 양화진 [대전], K리그1, 최백호 콘서트 [대전]","[(1023, 0.6605886899311669), (1263, 0.379903770756475), (1383, 0.27990664807156274), (1265, 0.22612655901018414), (715, 0.21537418623958116), (1309, 0.20826350608366892), (868, 0.19357109424393915), (1495, 0.1846549537492987), (1462, 0.16075087912923758), (1313, 0.158537087998215), (1418, 0.15687274645809912), (1094, 0.15668125011558565)]"
과학에 빠진 마술사 [인천 송도],969,"마술사 엘의 드라마틱 매직콘서트: 마술, 버라이어티 서커스 쇼 [인천 계양], 마술사 제이티의 과학실험실 [부천], 어린이 마술쇼 [인천 서구], 어린이 서커스 마술쇼 [부천], 마술사 최형배의 오리지널 과학마술 콘서트 [목동], 어린이 서커스 마술쇼 [부평], 어린이 서커스 마술쇼 [거제], 어린이 서커스 마술쇼 [제주], 어린이 서커스 마술쇼 [기장], 어린이 서커스 마술쇼 [사천], 어린이 서커스 마술쇼 [정읍]","[(787, 0.2545982790480926), (1078, 0.23307299183359093), (1122, 0.21208441713730602), (1106, 0.20584720398191927), (1085, 0.1874433562631089), (1147, 0.18565341006158897), (1376, 0.1847387172040691), (604, 0.18132451449962006), (1026, 0.17877353880205998), (602, 0.17847908130510573), (684, 0.17847908130510573), (1017, 0.17847908130510573)]"
홀연했던 사나이,970,"행복을 찾아서, 일 테노레, 맥베스 [서울], 달 샤베트, 호두까기인형 [안양], 제1회 대구 창작 뮤지컬 페스타, 개막식 & 뮤지컬 HAPPY BY BUS 갈라 콘서트, 호두까기인형 [청주], 딜쿠샤, 호두까기인형 [수원], 난타 [대구], 스냅 [부산], 호두까기인형 [순천]","[(481, 0.4691832385761786), (1010, 0.1085605522851132), (937, 0.10554337742886649), (926, 0.10356403446153882), (688, 0.10190039304352652), (764, 0.10134614374383581), (1051, 0.10033079744856108), (931, 0.09874213600747822), (1334, 0.09727868305552187), (1227, 0.09719501799814736), (425, 0.09678755999096388), (1030, 0.0952188449321183)]"
"장민호 전국투어 콘서트, 호시절(好時節): 민호랜드 MIN-HO LAND [수원]",971,"장민호 전국투어 콘서트, 호시절(好時節): 민호랜드 MIN-HO LAND [부산], 장민호 전국투어 콘서트, 호시절(好時節): 민호랜드 MIN-HO LAND [대구], 호두까기 인형 [수원], 루돌프의 크리스마스 선물 [수원], 친정엄마와 2박 3일 [수원], 더 시네마 & 클래식 with 또모 Vol.4 [수원], 백지영 전국투어 콘서트: BAEK SPACE [수원], 변진섭 전국투어 콘서트: 변천사 [서울], 이무진 전국투어 콘서트: 별책부록 [대구], 이무진 전국투어 콘서트: 별책부록 [서울], 이무진 전국투어 콘서트: 별책부록 [고양], 이무진 전국투어 콘서트, 별책부록 [안양]","[(753, 0.8280979210964134), (1308, 0.8210447912334884), (687, 0.3674203566947156), (1394, 0.3286505697135498), (934, 0.3049029437421046), (1181, 0.2871862277245191), (813, 0.25421845812146665), (1403, 0.2148429416255143), (1126, 0.2101575273021033), (495, 0.20978065906216092), (986, 0.20823688991517092), (416, 0.20641745611585244)]"
오리지널 과학마술콘서트 [용인],972,"콧구멍을 후비면 [용인], 폴링 인 트롯 with 신유 [용인], 마술사 최형배의 오리지널 과학마술 콘서트 [목동], 어린이 서커스 마술쇼 [부천], 어린이 서커스 마술쇼 [부평], 어린이 서커스 마술쇼 [거제], 어린이 서커스 마술쇼 [제주], 어린이 서커스 마술쇼 [기장], 어린이 서커스 마술쇼 [사천], 어린이 서커스 마술쇼 [정읍], 버라이어티 서커스 쇼 [인천 계양], 오리지널 드로잉 쇼 [제주]","[(894, 0.4200827770245376), (1339, 0.3347670014405916), (1147, 0.29301423545333455), (1085, 0.2874288614722512), (1376, 0.2832815214921562), (604, 0.2780461244328025), (1026, 0.27413441449007253), (602, 0.2736828883075028), (684, 0.2736828883075028), (1017, 0.2736828883075028), (1078, 0.27282836767933666), (532, 0.24371304381036427)]"
