targetTitle,targetIndex,topTitle,similarity
"브로큰 발렌타인 단독 콘서트, FIVE",713,"오왠 연말 브랜드 단독 콘서트, ALWAYS WITH YOU, 블랙홀 34주년 기념 공연, 엄정화 단독 콘서트: 초대 [서울], 이글루베이 단독 콘서트, 장막, 크리스피 단독 콘서트, Neighborhood, 류수정 단독 콘서트: WINTER WONDERLAND, 엄정화 단독 콘서트: 초대 [대구], 엄정화 단독 콘서트: 초대 [부산], 자우림 단독 콘서트: MIDNIGHT EXPRESS [서울], 맥거핀 단독 콘서트: Mr. Education2, 폴킴 단독 콘서트, 남은 밤 [부산], 보라미유 단독 콘서트, 마음 꽃","[(526, 0.32835322014416035), (521, 0.2806770742516773), (731, 0.262989094171684), (518, 0.2624828381415807), (1185, 0.2624828381415807), (958, 0.24896406959515097), (738, 0.2464683654280755), (733, 0.24482468694902054), (762, 0.23507182579552885), (443, 0.2336836310141875), (980, 0.23322354533569598), (476, 0.23244634779867038)]"
"전원경의 아트살롱, 그림 콘서트: 상트페테르부르크의 겨울 바람",714,"호두까기 인형 [당진], 세종메세나 콘서트, 한국가곡 대축제 in 당진: 봄, 여름, 가을, 그리고 겨울 [당진], 하늘, 바람, 바다 [안동], 스텔라장 소극장 콘서트: 어떤 겨울 날들, 유키 구라모토 콘서트, Dear Heart [당진], 겨울 이불 [서울], 크리스마스 칸타타 [창원], 오 헨리의 겨울 [부천], 그림 읽어주는 베토벤, 세계명작극장: 플란다스의 개 [부산], 크리스마스 칸타타 [용인], 광주상설공연 (11월)","[(623, 0.19652061281879152), (477, 0.18985759087635753), (537, 0.1813604121817825), (989, 0.1687905666087033), (938, 0.16463774153986407), (445, 0.1625423606247945), (464, 0.15760667014974405), (1342, 0.151429829603217), (915, 0.14779602569669037), (864, 0.14650982274477725), (543, 0.1446578276160121), (1016, 0.14334706256434496)]"
"난장 정기공연, 꾸물꾸물: 길 위의 우리",715,"우리 아빠가 최고야 [대전], 우리 아빠가 최고야 [이천], K리그2, K리그2, 크리스마스 칸타타 [안산], 공룡 애니멀 쇼 [안산], 제2회 윤악당뮤지컬밴드 정기공연, 웰컴 투더 르네상스, 406호 프로젝트 정기공연: 연말정산, 제66회 구미시립무용단 정기공연 [구미], 음악이 주는 선물XVIII, 건반 위의 친근한 클래식 [순천], 피노키오의 모험 [안산 고잔], 제128회 경주시립극단 정기공연, 안네 프랑크","[(968, 0.21537418623958116), (1023, 0.20761159722126596), (1427, 0.19638567740336477), (1468, 0.19133575637316902), (1074, 0.1748864545943155), (793, 0.15744700699819822), (519, 0.1472125815835034), (589, 0.14663309571305053), (554, 0.1406719483121872), (663, 0.13874924854642476), (541, 0.13661997188926484), (1143, 0.12634761866195318)]"
"발걸음의 지우 두 번째 공연, Crescendo No.2",716,"먼데이프로젝트 시즌6, 순간의 노래: 1415 단독 콘서트, 디토 오케스트라 정기연주회, BEETHOVEN NO.9, 석지민트리오 첫 번째 단독 공연, Portraits [부산], 제970회 목요예술무대: 여덟 번째 파장, 브로콜리너마저, 쇼맨, 어느 독재자의 네 번째 대역배우 [대구], 정주리의 일구월심 네 번째, 심심(深心)하다, 크리스마스 콘서트, 선물, 최백호 콘서트 [부산], 노트아웃 두 번째 프로젝트, Fairytales for the Mature: 어른들을 위한 동화, 성시경 연말 콘서트, 최백호 콘서트 [대전], 박강수 콘서트 [광주]","[(648, 0.2215225119501234), (1000, 0.1948017707699865), (501, 0.18142978063479293), (737, 0.16201720173026488), (1176, 0.14764870461292962), (1011, 0.1370538678015022), (961, 0.12015387763561837), (689, 0.11697141337337288), (447, 0.1119535828274101), (466, 0.11168599323093248), (1094, 0.11027105748613948), (851, 0.10884070431854066)]"
급식걸즈: 뿌슝빠슝 깨져버린 우정 [창원],717,"급식걸즈: 뿌슝빠슝 깨져버린 우정 [대구], 신구쇼, 니들이 트롯을 알아? [창원], 브레멘 음악대 [창원], 프로농구, 프로농구, 캐리tv 액티비티: 점프점프 [창원], 크리스마스 칸타타 [창원], 프로농구, 프로농구, 프로농구, 프로농구, 프로농구","[(1045, 0.6812158582715981), (898, 0.4310147158488423), (1134, 0.33133111770240237), (2034, 0.24029388920351533), (2077, 0.24029388920351533), (1301, 0.23918541058006407), (1342, 0.23819276569609452), (2015, 0.23146739365390884), (2086, 0.23146739365390884), (1925, 0.23084536711912879), (1836, 0.23036787465114822), (2081, 0.23036787465114822)]"
"장기하 단독공연, ㅈㄱㅎ (12.03. 일 스탠딩)",718,"장기하 단독공연, ㅈㄱㅎ (12.02. 토 지정석), 김필 콘서트: LIFE, 한화클래식 Unity, 일 자르디노 아르모니코 & 아비 아비탈 (12.12), Colde Concert: Blue Room, 소년: 달 연말 단독공연, 단독보도, 유성은 단독공연, Listen, 카코포니 단독공연, DIPUC, Wave to Earth 단독공연: flaws and all, Seoul, 진주국제재즈페스티벌, JINJU JAZZ WEEK (12.6), 한화클래식 Unity, 일 자르디노 아르모니코 & 아비 아비탈 (12.13), 김영후 빅밴드 단독공연: 범인류적 유산, 그리고 우리가 맞이할 미래, 크리스마스 콘서트, 선물","[(720, 0.6818415355302093), (1201, 0.25466523488520415), (1395, 0.21087960848142706), (627, 0.1993341580757136), (1115, 0.17706175498491597), (981, 0.17610004999542894), (485, 0.17304680084210483), (1260, 0.12417808882906445), (740, 0.12416792386217829), (1393, 0.12115034674588904), (1214, 0.11623600944672872), (961, 0.10282506825264147)]"
"민속악연주단 선풍 9번째 이야기: 춤, 바람 [대구]",719,"김단희 서도소리 독창회 Ⅱ, 단희:謠 [대구], 실험실 콘서트 [대구], 사단법인 한국정악원 원로명인 이야기 음악회, 대구시립국악단 화요국악무대, 민속음악 멋과 흥, 국립발레단, 호두까기인형 [대구], 제25회 로사가야금앙상블 정기연주회: Gaya Blossom, 우리가락 한마당 [대구], 친절한 돼지씨 [대구], 호프만의 이야기 & 라보엠, 아리랑랩소디 [동두천], 쇼맨, 어느 독재자의 네 번째 대역배우 [대구], 중앙대학교 국악관현악 정기연주회","[(696, 0.30850631307459525), (1241, 0.26905903276631954), (600, 0.26679825033749394), (1238, 0.2581088806896145), (1245, 0.2549664943079136), (582, 0.25176477080129495), (1270, 0.23679356590400735), (1192, 0.21641949727594798), (545, 0.18375975450551843), (777, 0.17626216141933138), (1176, 0.17554505700461773), (878, 0.17412548112834286)]"
"장기하 단독공연, ㅈㄱㅎ (12.02. 토 지정석)",720,"장기하 단독공연, ㅈㄱㅎ (12.03. 일 스탠딩), 김필 콘서트: LIFE, 한화클래식 Unity, 일 자르디노 아르모니코 & 아비 아비탈 (12.12), Colde Concert: Blue Room, 소년: 달 연말 단독공연, 단독보도, 유성은 단독공연, Listen, 카코포니 단독공연, DIPUC, Wave to Earth 단독공연: flaws and all, Seoul, 진주국제재즈페스티벌, JINJU JAZZ WEEK (12.6), 한화클래식 Unity, 일 자르디노 아르모니코 & 아비 아비탈 (12.13), 김영후 빅밴드 단독공연: 범인류적 유산, 그리고 우리가 맞이할 미래, 크리스마스 콘서트, 선물","[(718, 0.6818415355302093), (1201, 0.25466523488520415), (1395, 0.21087960848142706), (627, 0.1993341580757136), (1115, 0.17706175498491597), (981, 0.17610004999542894), (485, 0.17304680084210483), (1260, 0.12417808882906445), (740, 0.12416792386217829), (1393, 0.12115034674588904), (1214, 0.11623600944672872), (961, 0.10282506825264147)]"
XYLØ 한국 쇼케이스,721,"KARDI 첫 단독 콘서트: RED ZONE, 플라이 바이 미드나잇 내한공연 [서울], 원오트릭스 포인트 네버 내한공연 [서울], 콘텐츠 창의인재동반사업 쇼케이스: 데뷔를 대비하라, 크리스마스 콘서트, 선물, 최백호 콘서트 [부산], 성시경 연말 콘서트, 최백호 콘서트 [대전], 박강수 콘서트 [광주], 서울재즈쿼텟 라이브 콘서트, 정재일 콘서트, Listen, 미스터트롯2 TOP7 콘서트 [서울]","[(520, 0.46196419097248387), (959, 0.45398927992830074), (977, 0.4404566714133594), (660, 0.17071387829139034), (961, 0.10970868142732904), (689, 0.10680287460052507), (466, 0.10197692569211722), (1094, 0.10068499289793481), (851, 0.09937898294569208), (1317, 0.09898066198150639), (796, 0.0986679186693882), (1387, 0.09855183880992367)]"
미스터 트롯과 명품국악,722,"아리랑랩소디 [동두천], 중앙대학교 국악관현악 정기연주회, 우리가락 한마당 [대구], 문화유산 스토리텔링 콘서트 [인천], 제69회 충주시립우륵국악단 정기연주회, 제14회 대구학생국악단 정기연주회, 딴소리 판 [강릉], 반도, 박애리 & 팝핀현준의 겨울이야기, 괴물이 없는 마을, 제4회 ㅊㅊ-하다 페스티벌, 친절한 돼지씨 [대구]","[(777, 0.2052702613535939), (878, 0.2027819398770584), (1270, 0.2024855559044993), (960, 0.20160823655740068), (821, 0.20097877140483697), (664, 0.19590170915843627), (500, 0.19120627124346806), (653, 0.1899800151365476), (607, 0.1881474399660478), (617, 0.1881474399660478), (590, 0.18625288967781664), (1192, 0.18506339919834364)]"
"TOMORROW X TOGETHER WORLD TOUR, ACT: SWEET MIRAGE FINALE [서울]",723,"THE BOYZ 2ND WORLD TOUR: ZENERATION ENCORE, Daniel Caesar Presents: Superpowers World Tour - Leg 3, 조용필 & 위대한탄생 Tour Concert [서울], 이은미 LIVE TOUR, 녹턴 [서울], 임영웅 콘서트: IM HERO TOUR [부산], 조용필 & 위대한탄생 Tour Concert [광주], ROMY, CLUB MID AIR TOUR [서울], GUMMY Tour Concert: LOVE [성남], 조용필 & 위대한탄생 Tour Concert [대구], 임영웅 콘서트: IM HERO TOUR [대전], 조용필 & 위대한탄생 Tour Concert [부산], From the New World [서산]","[(783, 0.20958196428524795), (854, 0.20061764395995288), (1087, 0.1719839333023701), (1336, 0.15943963118328264), (1173, 0.13891854231517844), (1162, 0.1381734114580718), (1285, 0.13692980179484937), (1033, 0.13496058336785732), (1042, 0.13282726297826813), (652, 0.132719814394483), (954, 0.13196816820048807), (785, 0.12887196871740028)]"
윈터콘서트: 짙은,724,"크리스마스 콘서트, 선물, 최백호 콘서트 [부산], 성시경 연말 콘서트, 최백호 콘서트 [대전], 박강수 콘서트 [광주], 서울재즈쿼텟 라이브 콘서트, 정재일 콘서트, Listen, 미스터트롯2 TOP7 콘서트 [서울], 최백호 콘서트 [경주], 부활 크리스마스 콘서트 [서울], 박강수 콘서트 [전주], 김필 콘서트: LIFE","[(961, 0.12493956857818389), (689, 0.12163034777095985), (466, 0.11613441101597999), (1094, 0.11466311882800417), (851, 0.11317579514614856), (1317, 0.11272217517028572), (796, 0.11236601361603678), (1387, 0.11223381835697954), (1081, 0.11130912297853492), (479, 0.10920844398255701), (1128, 0.10822977182871658), (1201, 0.10513449441086271)]"
정동하X소향 THE GREATEST: 전율 [성남],725,"정동하X소향 THE GREATEST: 전율 [군포], 친정엄마와 2박3일 [성남], GUMMY Tour Concert: LOVE [성남], 벽 속의 요정 [성남], 리처드 용재 오닐 & 임동혁 듀오 리사이틀 [성남], 모든 컴퍼니, PISTE: Eight Moments [성남], K리그2, K리그2, THE RAMPAGE 1st FAN CONCERT in SEOUL: THE BEGINNING, 환희 단독 콘서트: OVER THE SKY [서울], 호두까기 인형 [성남], 잠골버스 The Live Vol.2","[(1286, 0.6793564853013747), (454, 0.3482965170103565), (1033, 0.34564072916182736), (988, 0.345052016963186), (786, 0.2667118418351064), (927, 0.24991505293804694), (1468, 0.1905156882384111), (1417, 0.18282855763237268), (1070, 0.1766616259500374), (624, 0.16144865576492576), (990, 0.1606670574895133), (558, 0.15666038235033278)]"
STU심포니콰이어 40주년 기념 정기연주회: DONA NOBIS PACEM,726,"오 헨리의 겨울 [부천], 한국바그너협회 30주년 기념 음악회, 장은희 독주회 and 6 Cello Ensemble, BAC 크리스마스 가족공연, 행복의 파랑새, 더 시네마 & 클래식 with 또모 Vol.4: the fairy tale [부천], 제30주년 기념 우리가곡연구회 연주회, 트리아 트리오 정기연주회, BAC 크리스마스 기획공연, 체코 보니푸에리 소년합창단, R.U.R 인류를 삭제하다, 앙상블 더 모던 정기연주회, 제12회 HPO 정기연주회, 64주년 한국기타협회 정기연주회","[(915, 0.2281973270293317), (629, 0.1865367926929839), (942, 0.18309799621930503), (1188, 0.17823665088343976), (886, 0.17463155044114487), (1273, 0.17359355197921308), (1124, 0.17197748015964678), (1186, 0.17160101576715242), (570, 0.17143671390459256), (571, 0.17059313701497436), (517, 0.16879715299479145), (480, 0.1662505379213121)]"
Loossemble 1st FAN-CON: Make a voyage,727,"Loossemble 1st FAN-CON: Make a voyage [온라인], THE RAMPAGE 1st FAN CONCERT in SEOUL: THE BEGINNING, 여원 1st FAN CONCERT, 행복 소통 창구, 안주성An0 1st 콘서트: Echosystem, 정동원 콘서트: 연말총동원 1st JEONG DONG WON'S 1st YEAR END CONCERT [부산], 8TURN FAN CONCERT: TURN TABLE, 소연 FAN CONCERT: ZERO THE START, 미드나잇 먼치스 1st Label Concert, Family Meal, 우재 1st Showcase: Sing together, with everybody we've loved, OH MY GIRL FAN CONCERT, OH MY LAND, 크리스마스 콘서트, 선물, 최백호 콘서트 [부산]","[(561, 0.6893244673735783), (1070, 0.2316805357791662), (788, 0.2263764108839753), (553, 0.20521101510856093), (535, 0.19761851331685135), (930, 0.16512947328227323), (552, 0.1478413390929951), (423, 0.14152155095594648), (834, 0.11028587183937141), (812, 0.1082474451254836), (961, 0.10336595730670359), (689, 0.1006281474953633)]"
"박해미의 살롱콘서트, 라비앙로즈 [부산]",728,"스냅 [부산], 난타 [부산], 두들팝 Ver.2, 폴리팝 [부산], 호두까기인형 [부산 동래], 호두까기인형 [부산 명지], 빨간모자와 늑대 [부산], 린(LYn) 콘서트: HOME [부산], 김완선, MUSIC 콘서트 [부산], 틀려도 괜찮아 [부산], 변진섭 전국투어 콘서트: 변천사 [부산], 석지민트리오 첫 번째 단독 공연, Portraits [부산], 캐리tv 액티비티: 점프점프 [부산]","[(425, 0.17644774048215378), (1210, 0.17086889553210927), (1093, 0.15755023790848086), (1282, 0.154961880050432), (1281, 0.14952123032405468), (804, 0.14948939144736928), (1358, 0.14918181635054373), (883, 0.1482910082903566), (483, 0.14432982147313336), (1404, 0.1422858179590589), (501, 0.1356206534182505), (1303, 0.13435129187774514)]"
이동수 단독 공연: Happy Dongsoo Day,729,"뉴트로 언플러그드 콘서트, 엄정화 단독 콘서트: 초대 [서울], 이글루베이 단독 콘서트, 장막, 크리스피 단독 콘서트, Neighborhood, 스타벅스 BIFF광장점, 류수정 단독 콘서트: WINTER WONDERLAND, 엄정화 단독 콘서트: 초대 [대구], 엄정화 단독 콘서트: 초대 [부산], 자우림 단독 콘서트: MIDNIGHT EXPRESS [서울], 맥거핀 단독 콘서트: Mr. Education2, 폴킴 단독 콘서트, 남은 밤 [부산], 보라미유 단독 콘서트, 마음 꽃","[(514, 0.25336829873400374), (731, 0.1788861210334125), (518, 0.1785417638738117), (1185, 0.1785417638738117), (80, 0.17378792255517803), (958, 0.16934624923075736), (738, 0.16764866234373763), (733, 0.166530626372435), (762, 0.15989669538673926), (443, 0.15895244033899622), (980, 0.15863948841744374), (476, 0.15811083587725713)]"
"DISCO with 87dance, Section 2: 레트로",730,"DISCO with 초록불꽃소년단, Section 1: 분출, DISCO with 9001, SSHOWBOX with 초승, 석지민트리오 첫 번째 단독 공연, Portraits [부산], 이번 정류장은: EP1, 김준서, 아갓탤 (I GOT TALENT), live SUM 2023: D82, 9001, OAH!, 유키구라모토 콘서트 [춘천], 정준일 콘서트, Stay with me, 제2회 시민과 함께하는 콘서트 동행 With you, 버블버블쇼 [춘천], 장수탕 선녀님 [춘천]","[(922, 0.6840007541010001), (620, 0.6545909208513219), (916, 0.4804983928665911), (501, 0.2241775943556586), (944, 0.213292195786718), (484, 0.21313398317152427), (932, 0.19307659520041265), (1002, 0.19044742371188653), (1179, 0.1619143060529746), (557, 0.14811295607291808), (841, 0.14810097843266243), (1111, 0.14508162251910955)]"
엄정화 단독 콘서트: 초대 [서울],731,"엄정화 단독 콘서트: 초대 [대구], 엄정화 단독 콘서트: 초대 [부산], 명가의 초대, 이광조 콘서트, 이글루베이 단독 콘서트, 장막, 크리스피 단독 콘서트, Neighborhood, 자우림 단독 콘서트: MIDNIGHT EXPRESS [서울], 류수정 단독 콘서트: WINTER WONDERLAND, 환희 단독 콘서트: OVER THE SKY [서울], 맥거핀 단독 콘서트: Mr. Education2, 폴킴 단독 콘서트, 남은 밤 [부산], 보라미유 단독 콘서트, 마음 꽃, 브로큰 발렌타인 단독 콘서트, FIVE","[(738, 0.6611925800992962), (733, 0.6567831378873822), (877, 0.32043420541498674), (518, 0.29723154951329983), (1185, 0.29723154951329983), (762, 0.29462410605048595), (958, 0.2819231028696393), (624, 0.27764513870610535), (443, 0.26461976803518145), (980, 0.2640987740528886), (476, 0.2632186874542995), (713, 0.262989094171684)]"
"김종규 지휘자와 함께하는 뮤지컬의 밤, 오페라의 유령",732,"서울주 토요 클래식 산책, 언제나 마음은 집시, 금난새와 함께하는 모닝콘서트 (12월), 제6회 웰니스와 함께하는 KNN방송교향악단 정기연주회, 신세계와 함께하는 예술의전당 토요콘서트 (12월), 국립오페라단 초청 신예성악가와 함께하는 오페라 여행, HK와 함께하는 행복나무플러스의 삶과 나눔 콘서트, 국립심포니오케스트라와 함께하는 Classica Bambino [평택], 제2회 시민과 함께하는 콘서트 동행 With you, KT와 함께하는 예술의전당 마음을 담은 클래식 (11월), 피아니스트 안드레 보아이나인과 함께하는 피아노 렉쳐 콘서트: 브람스의 음악과 이야기, 일 테노레, 강북문화재단 마티네 콘서트 III, 송영민의 해설과 함께하는 유니크 클래식 with 반도네온","[(920, 0.14012959807535075), (614, 0.12613030391667268), (1362, 0.12585733873000368), (1225, 0.11803057363668583), (701, 0.11728818265517463), (784, 0.11564878685999982), (848, 0.11556507859588254), (557, 0.11273431512269053), (1028, 0.10646235264831316), (984, 0.08653848569540412), (1010, 0.08425353152577582), (976, 0.08322595840226943)]"
엄정화 단독 콘서트: 초대 [부산],733,"엄정화 단독 콘서트: 초대 [서울], 폴킴 단독 콘서트, 남은 밤 [부산], 엄정화 단독 콘서트: 초대 [대구], 자우림 단독 콘서트: MIDNIGHT EXPRESS [부산], AKMU CONCERT, AKMUTOPIA [부산], 임영웅 콘서트: IM HERO TOUR [부산], 조용필 & 위대한탄생 Tour Concert [부산], 나훈아 연말 콘서트: 12月에 IN DECEMBER [부산], 최백호 콘서트 [부산], 명가의 초대, 이광조 콘서트, 린(LYn) 콘서트: HOME [부산], 김완선, MUSIC 콘서트 [부산]","[(731, 0.6567831378873822), (980, 0.6160249009255979), (738, 0.6155246359004898), (749, 0.5859297696025738), (1234, 0.5193520168988839), (1173, 0.4817889265180873), (954, 0.4735154075508353), (1040, 0.4671697633295053), (689, 0.30471656227822214), (877, 0.29830211885998803), (1358, 0.2974687066496095), (883, 0.2956924343932491)]"
"월간뮤지크, 고상지 트리오",734,"트리아 트리오 정기연주회, 제5회 아델라 스트링 트리오 정기연주회, 대관령음악제 4色 콘서트, 카즈미 타테이시 트리오, 소소한 클래식, 미드나잇 인 파리, 히사이시 조 & 시네마 클래식: 크리스마스 드림, 필하모닉스 내한공연, 프렌쥬 클래식 사파리 Ⅱ [음성], 실험실 콘서트 [대구], 마술피리 [수원], 천예나 피아노 독주회, 이나래 피아노 독주회, 김지은 피아노 독주회","[(1124, 0.3374301990926869), (1153, 0.26852354407111534), (1202, 0.16209341178654516), (1299, 0.13059815474214065), (502, 0.13042139506928763), (982, 0.13030290991953358), (815, 0.12897856123623347), (1241, 0.12782988376385362), (1351, 0.12552317695959678), (438, 0.12490327526971605), (516, 0.12490327526971605), (791, 0.12490327526971605)]"
"허용별 콘서트, 보컬 전쟁: The War of Vocalists [부산]",735,"허용별 콘서트, 보컬 전쟁: The War of Vocalists [대구], 백지영 전국투어 콘서트: BAEK SPACE [부산], 최백호 콘서트 [부산], 린(LYn) 콘서트: HOME [부산], 틀려도 괜찮아 [부산], 김완선, MUSIC 콘서트 [부산], 장민호 전국투어 콘서트, 호시절(好時節): 민호랜드 MIN-HO LAND [부산], 변진섭 전국투어 콘서트: 변천사 [부산], 캐리tv 액티비티: 점프점프 [부산], 슈퍼 히어로의 똥 닦는 법 [부산], 전인권밴드 콘서트, MEISTER [부산], 엄정화 단독 콘서트: 초대 [부산]","[(739, 0.8308050100173003), (424, 0.2935286501364979), (689, 0.23262352262668243), (1358, 0.22709044068583906), (483, 0.22611642975220286), (883, 0.22573441754640325), (753, 0.22133282432400384), (1404, 0.21659308013613676), (1303, 0.21048342014090862), (456, 0.20043551116249916), (638, 0.18931505196064602), (733, 0.17914569775036307)]"
"커피콘서트 X, 윤한: 크리스마스 인 시네마",736,"히사이시 조 & 시네마 클래식: 크리스마스 드림, 국립심포니오케스트라, 시네마 클래식 데이 [함안], 더 시네마 & 클래식 with 또모 Vol.4 [수원], 호두까기인형 [인천 동구], 히사이시 조 & 시네마 클래식 with TMO 솔로이스츠, 바다로 간 쓰레기 [인천], 더 시네마 & 클래식 with 또모 Vol.4: the fairy tale [부천], 금난새의 크리스마스 선물, 크리스마스 콘서트, 퍼니밴드 [인천], 정준일 콘서트, Stay with me, 체코소년합창단 보니푸에리, 크리스마스 콘서트 [경기 광주], 크리스마스 콘서트, 유키 구라모토와 친구들","[(502, 0.38127383928285197), (1361, 0.26390558857912094), (1181, 0.26314213862518443), (1145, 0.2513953615161596), (534, 0.24722265715928463), (643, 0.2379006570552832), (886, 0.22863204935824394), (1294, 0.2249956842637792), (544, 0.21997873411664773), (1179, 0.193037870138493), (964, 0.1919643913396958), (1229, 0.18845489459033263)]"
"제970회 목요예술무대: 여덟 번째 파장, 브로콜리너마저",737,"키즈예술공연, 빨간 모자 (11월), 발걸음의 지우 두 번째 공연, Crescendo No.2, 피스트: 여덟 개의 순간 [광명], 석지민트리오 첫 번째 단독 공연, Portraits [부산], 쇼맨, 어느 독재자의 네 번째 대역배우 [대구], 정주리의 일구월심 네 번째, 심심(深心)하다, 크리스마스 콘서트, 선물, 노트아웃 두 번째 프로젝트, Fairytales for the Mature: 어른들을 위한 동화, 최백호 콘서트 [부산], 성시경 연말 콘서트, 최백호 콘서트 [대전], 박강수 콘서트 [광주]","[(702, 0.1738727687513392), (716, 0.16201720173026485), (1044, 0.15713758055448673), (501, 0.15342323637269614), (1176, 0.12959949236176962), (1011, 0.12029981393914875), (961, 0.09901969458253769), (447, 0.09826789568218881), (689, 0.0963970023692822), (466, 0.09204124874281998), (1094, 0.09087518978525386), (851, 0.08969642521612091)]"
엄정화 단독 콘서트: 초대 [대구],738,"엄정화 단독 콘서트: 초대 [서울], 엄정화 단독 콘서트: 초대 [부산], AKMU CONCERT: AKMUTOPIA [대구], 조용필 & 위대한탄생 Tour Concert [대구], 나훈아 연말 콘서트: 12月에 IN DECEMBER [대구], 허용별 콘서트, 보컬 전쟁: The War of Vocalists [대구], 멜로망스 전국투어 콘서트: Roman'ce Town, 스트릿 우먼 파이터2: ON THE STAGE [대구], 명가의 초대, 이광조 콘서트, 이글루베이 단독 콘서트, 장막, 크리스피 단독 콘서트, Neighborhood, 히사이시 조 & 시네마 클래식 with TMO 솔로이스츠","[(731, 0.661192580099296), (733, 0.6155246359004898), (1037, 0.5123722313499597), (1042, 0.46653196298952015), (1253, 0.4611286979916352), (739, 0.3946850204540715), (468, 0.38083357598958273), (1222, 0.34192272161320136), (877, 0.30030482855048896), (518, 0.2785597417753485), (1185, 0.2785597417753485), (534, 0.2760601407119565)]"
"허용별 콘서트, 보컬 전쟁: The War of Vocalists [대구]",739,"허용별 콘서트, 보컬 전쟁: The War of Vocalists [부산], 엄정화 단독 콘서트: 초대 [대구], AKMU CONCERT: AKMUTOPIA [대구], 조용필 & 위대한탄생 Tour Concert [대구], 나훈아 연말 콘서트: 12月에 IN DECEMBER [대구], 스트릿 우먼 파이터2: ON THE STAGE [대구], 멜로망스 전국투어 콘서트: Roman'ce Town, 히사이시 조 & 시네마 클래식 with TMO 솔로이스츠, 이무진 전국투어 콘서트: 별책부록 [대구], 환희 단독 콘서트: OVER THE SKY [서울], 서울재즈쿼텟 라이브 콘서트 [대구], 환희 단독 콘서트: OVER THE SKY [김해]","[(735, 0.8308050100173003), (738, 0.3946850204540714), (1037, 0.373266598617107), (1042, 0.3398716564175369), (1253, 0.3359353417154823), (1222, 0.30609526347157284), (468, 0.2774398081142855), (534, 0.20111165951718213), (1126, 0.18428832135295148), (624, 0.16651072577158121), (1302, 0.16574418404379646), (983, 0.16058213643201602)]"
"진주국제재즈페스티벌, JINJU JAZZ WEEK (12.6)",740,"한화클래식 Unity, 일 자르디노 아르모니코 & 아비 아비탈 (12.12), 노희섭 디너쇼, 웅산 크리스마스 콘서트, All That Jazz [울산], 제5회 아시아 컨템포러리 발레 축제, 윤희정의 JAZZ CHRISTMAS, 장기하 단독공연, ㅈㄱㅎ (12.03. 일 스탠딩), 장기하 단독공연, ㅈㄱㅎ (12.02. 토 지정석), 웅산 All That Jazz [거제], 찰리재즈퀄텟, ONLY FOR JAZZ [대구], 재즈 앳 영화의 전당, 아이비 & 조윤성밴드: ADDICTED JAZZ [부산], 노지영 피아노 독주회: Classic X Jazz, Merry Jazz Chirstmas, 김부민 퀸텟 with 윤조","[(1395, 0.163670738599737), (747, 0.15260462614166773), (1088, 0.13517232168071971), (1218, 0.12942657671865007), (578, 0.1287362819453643), (718, 0.12416792386217829), (720, 0.12416792386217829), (586, 0.12005338696327958), (1182, 0.11457703725309798), (1155, 0.10286908758498711), (515, 0.10206374620587176), (917, 0.09809801429113851)]"
"AKMU CONCERT, AKMUTOPIA [대전]",741,"AKMU CONCERT: AKMUTOPIA [수원], AKMU CONCERT, AKMUTOPIA [광주], AKMU CONCERT, AKMUTOPIA [고양], AKMU CONCERT, AKMUTOPIA [창원], AKMU CONCERT: AKMUTOPIA [대구], 임영웅 콘서트: IM HERO TOUR [대전], AKMU CONCERT, AKMUTOPIA [부산], 최백호 콘서트 [대전], 호두까기인형 [대전], 클래즈5의 Holly Jolly Christmas Concert [대전], 10CM WINTER CONCERT: 9+1, K리그1","[(683, 0.5471041280367478), (1235, 0.5403256738083764), (993, 0.5389988476466794), (1233, 0.527504320111558), (1037, 0.5150039141334979), (652, 0.5127817098779512), (1234, 0.510994259135275), (1094, 0.23909419939605822), (1383, 0.2362357273637311), (568, 0.22777920529929865), (699, 0.19257968080501506), (1495, 0.18407727785392633)]"
Winter in The Light 불빛 속 겨울,742,"건설공제조합, 빌드 클래식 Vol.2: The Winter Gala, 오 헨리의 겨울 [부천], 플라워 단독 콘서트, rose in winter, THE RAMPAGE 1st FAN CONCERT in SEOUL: THE BEGINNING, 한국가곡 대축제 in 당진: 봄, 여름, 가을, 그리고 겨울 [당진], The Kandle: COLDPLAY & DISNEY in 청담나인, 조수미 콘서트 In Love [창원], 우아한 클래식, 스노우 베어의 Hello! Winter [김해], 10CM WINTER CONCERT: 9+1, 송영훈의 4 첼리스트, 부에노스 아이레스 겨울, 겨울 이불 [서울], The Kandle, 김광석거리 [대구]","[(460, 0.2699721395162102), (915, 0.23474532453714977), (630, 0.22519463677260076), (1070, 0.21943009126997964), (537, 0.20741715015453904), (538, 0.19888302645826283), (635, 0.19714967004082498), (856, 0.1968113739160017), (699, 0.19164824081920417), (757, 0.1851225659649161), (464, 0.1740246889293419), (574, 0.1724047096195498)]"
