title,openDate,finalDate,info,image,categoryName,category
템플 [서경대학교],2023.12.15,2024.02.18,서경대학교 공연예술센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229607_231109_094635.gif,연극,공연 전시
"제77회 (사)한국여성작곡가회 가을 정기발표회, 비상",2023.11.17,2023.11.17,예술의전당 [서울],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229606_231109_094313.gif,서양음악(클래식),공연 전시
버블매직쇼 [영등포],2023.12.23,2023.12.25,롯데백화점 [영등포],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229604_231109_093539.gif,서커스/마술,공연 전시
TAEMIN SOLO CONCERT: METAMORPH,2023.12.16,2023.12.17,인스파이어리조트,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229594_231108_144957.jpg,콘서트,공연 전시
제10회 오라시오 합창단 정기연주회,2023.11.19,2023.11.19,영산아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229593_231108_144051.gif,한국음악(국악),공연 전시
"콘서트 오페라, 푸치니 잔니스키키 [속초]",2023.11.25,2023.11.25,속초문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229591_231108_135712.jpg,서양음악(클래식),공연 전시
제6회 앙상블루체 정기연주회,2023.11.25,2023.11.25,충주시문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229588_231108_134030.png,서양음악(클래식),공연 전시
엔분의일: Dreamers,2023.12.02,2023.12.02,SPACE BRICK (스페이스브릭),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229587_231108_133651.jpg,콘서트,공연 전시
"이무진 전국투어 콘서트, 별책부록 [안양]",2023.12.30,2023.12.31,안양아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229585_231108_133443.gif,콘서트,공연 전시
"씬디 프레젠트 vol.9, 이븐이프X튜즈데이비치 클럽",2023.11.21,2023.11.21,롤링홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229584_231108_132945.jpg,콘서트,공연 전시
"수원시립교향악단 유료회원 초청음악회, 프랑스의 향기",2023.11.22,2023.11.22,수원SK아트리움,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229583_231108_132101.jpg,서양음악(클래식),공연 전시
우리들의 사랑 [장흥],2023.11.23,2023.11.23,장흥문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229582_231108_131811.jpg,뮤지컬,공연 전시
페인터즈 시즌2 [명보아트홀],2023.11.01,2023.12.31,명보아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229581_231108_130952.gif,뮤지컬,공연 전시
"서울영챔버콰이어 기획연주회, NELSON MASS [고양]",2023.11.25,2023.11.25,고양아람누리,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229580_231108_130919.gif,서양음악(클래식),공연 전시
청문당 [용인],2023.11.29,2023.11.29,경기아트센터 경기국악원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229579_231108_130813.gif,뮤지컬,공연 전시
"미드나잇 먼치스 1st Label Concert, Family Meal",2023.11.26,2023.11.26,롤링홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229578_231108_125745.gif,콘서트,공연 전시
백지영 전국투어 콘서트: BAEK SPACE [부산],2024.01.06,2024.01.06,부산시민회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229577_231108_125315.gif,콘서트,공연 전시
스냅 [부산],2023.12.08,2023.12.08,(재)영화의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229576_231108_124922.png,뮤지컬,공연 전시
"특별연주회, 구예진 피아노 리사이틀 [대구]",2023.12.06,2023.12.06,대구콘서트하우스,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229575_231108_124747.gif,서양음악(클래식),공연 전시
"제162회 부산시립소년소녀합창단 창단50주년 정기연주회, 희망을 노래하다",2023.12.16,2023.12.16,부산문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229574_231108_124043.png,서양음악(클래식),공연 전시
테헤란밸리윈드오케스트라 창립 20주년 기념 연주회,2023.11.18,2023.11.18,용산아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229573_231108_123503.gif,서양음악(클래식),공연 전시
"브런치 콘서트, 빛으로 사랑으로",2023.11.29,2023.11.29,쌍벽루아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229570_231108_122653.jpg,서양음악(클래식),공연 전시
크리스티안 짐머만 피아노 리사이틀 [대전],2023.12.29,2023.12.29,대전예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229569_231108_122626.gif,서양음악(클래식),공연 전시
크리스마스 칸타타 [강릉],2023.11.26,2023.11.26,강릉아트센터(구. 강릉문화예술관),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229567_231108_122104.gif,복합,공연 전시
최진영 바이올린 독주회,2023.12.16,2023.12.16,예술의전당 [서울],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229565_231108_120947.gif,서양음악(클래식),공연 전시
저 구름 너머엔 무엇이 있을까,2023.11.16,2023.11.18,서울예술대학교,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229564_231108_120432.png,연극,공연 전시
네미시스 연말 콘서트: season’s greetings!,2023.12.30,2023.12.30,웨스트브릿지 라이브홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229563_231108_120055.jpg,콘서트,공연 전시
"제19회 성균관대학교 졸업영상제, FRIEDSCREEN",2023.11.13,2023.11.17,CGV [대학로],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229562_231108_114938.png,뮤지컬,공연 전시
HYOLYN SHOW: ONE NIGHT ONLY,2023.12.09,2023.12.09,신한pLay 스퀘어 (구. 신한카드 판스퀘어),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229559_231108_112750.gif,콘서트,공연 전시
다른 부영,2023.11.30,2023.12.03,나온씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229555_231108_111535.gif,연극,공연 전시
천예나 피아노 독주회,2023.12.07,2023.12.07,세종문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229554_231108_111040.png,서양음악(클래식),공연 전시
"사천시문화예술회관 송년콘서트, 빅마마 & 포맨, 마로니에",2023.11.23,2023.11.23,사천문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229553_231108_110900.jpg,콘서트,공연 전시
장희진 피아노 독주회,2023.11.20,2023.11.20,금호아트홀 연세,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229551_231108_110604.gif,서양음악(클래식),공연 전시
이은결의 MAGIC & ILLUSION [양산],2023.12.03,2023.12.03,양산문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229550_231108_110142.png,서커스/마술,공연 전시
신파의 세기,2023.11.28,2023.12.17,서울문화재단 대학로극장 쿼드(예술청),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229549_231108_110004.jpg,연극,공연 전시
맥거핀 단독 콘서트: Mr. Education2,2023.12.09,2023.12.09,롤링홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229548_231108_105640.jfif,콘서트,공연 전시
수성 X 경주 청소년오케스트라 Friendship Concert,2023.12.15,2023.12.15,수성아트피아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229547_231108_105639.jpg,서양음악(클래식),공연 전시
"유키 구라모토 콘서트, Dear Heart [당진]",2023.12.17,2023.12.17,당진문예의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229546_231108_104845.jpg,서양음악(클래식),공연 전시
스트릿 우먼 파이터2: ON THE STAGE 리허설 [서울],2023.12.02,2023.12.03,올림픽공원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229544_231108_104237.gif,대중무용,공연 전시
"노트아웃 두 번째 프로젝트, Fairytales for the Mature: 어른들을 위한 동화",2023.11.22,2023.11.22,JCC 아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229542_231108_103610.gif,서양음악(클래식),공연 전시
"남양주시립합창단, 클래식 세계여행: 남미의 음악산책 (11.23)",2023.11.23,2023.11.23,화도수동행정복지센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229538_231108_102848.jfif,서양음악(클래식),공연 전시
백지영 전국투어 콘서트: BAEK SPACE [대전],2024.01.20,2024.01.20,충남대학교 정심화국제문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229537_231108_102822.jpg,콘서트,공연 전시
"남양주시립합창단, 클래식 세계여행: 남미의 음악산책 (11.21)",2023.11.21,2023.11.21,다산아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229536_231108_102523.jfif,서양음악(클래식),공연 전시
"안종도 피아노 리사이틀, 겨울나그네",2023.12.23,2023.12.23,예술의전당 [서울],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229535_231108_101923.gif,서양음악(클래식),공연 전시
제154회 군산시립교향악단 정기연주회: 군산시민을 위한 송년음악회,2023.12.07,2023.12.07,군산예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229534_231108_101849.jpg,서양음악(클래식),공연 전시
김성녀의 마당놀이: 춘향이와 심청이가 온다!,2023.11.26,2023.11.26,울주문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229533_231108_101726.png,연극,공연 전시
친정엄마와 2박3일 [성남],2024.01.06,2024.01.07,성남아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229532_231108_101634.gif,연극,공연 전시
헤비메탈 걸스,2023.12.08,2023.12.09,광명시민회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229531_231108_100908.jpg,연극,공연 전시
슈퍼 히어로의 똥 닦는 법 [부산],2024.01.27,2024.01.28,부산시민회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229530_231108_100052.gif,뮤지컬,공연 전시
"해설이 있는 음악회: 고흐, 별이 빛나는 밤에 [청양]",2023.11.23,2023.11.23,청양문예회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229529_231108_100051.png,서양음악(클래식),공연 전시
"11시 음악 산책, 올 댓 러브8: 안토니 가우디 [광주]",2023.11.28,2023.11.28,예술의 전당 [광주] (구. 광주문화예술회관),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229528_231108_095521.jpg,서양음악(클래식),공연 전시
"특별연주회, 손민수 피아노 리사이틀: 라흐마니노프 회화적 연습곡 [대구]",2023.12.02,2023.12.02,대구콘서트하우스,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229527_231108_095403.gif,서양음악(클래식),공연 전시
"건설공제조합, 빌드 클래식 Vol.2: The Winter Gala",2023.12.12,2023.12.12,건설회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229526_231108_095001.gif,서양음악(클래식),공연 전시
제113회 (사)서울윈드오케스트라 정기연주회,2023.12.19,2023.12.19,마포아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229525_231108_094149.gif,서양음악(클래식),공연 전시
로보카폴리: 잡아라! 황금트로피! [울산],2024.01.13,2024.01.14,울산문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229524_231108_094116.gif,뮤지컬,공연 전시
미드나잇: 액터뮤지션 [대학로],2023.12.09,2024.01.21,대학로아트원씨어터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229523_231108_093504.gif,뮤지컬,공연 전시
겨울 이불 [서울],2024.01.05,2024.02.18,꿈의숲아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229522_231108_093334.gif,뮤지컬,공연 전시
EBS 친구들이 뭉쳤다! 이벤져스 라이브!,2023.12.02,2023.12.06,예림당아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229521_231108_093417.gif,뮤지컬,공연 전시
성시경 연말 콘서트,2023.12.29,2023.12.31,올림픽공원,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229520_231108_093003.gif,콘서트,공연 전시
"브랜든리 크리스마스 콘서트, 로맨틱 홀리데이 [용인]",2023.12.23,2023.12.24,용인포은아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229519_231108_092234.gif,서양음악(클래식),공연 전시
멜로망스 전국투어 콘서트: Roman'ce Town,2023.12.23,2023.12.24,엑스코(exco),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229517_231107_145804.jpg,콘서트,공연 전시
"문래재즈IN, 연중기획: 마드모아젤S",2023.11.18,2023.11.18,문래재즈IN,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229516_231107_145044.gif,콘서트,공연 전시
빨간코 루돌프와 산타크로스 [서울 구로],2023.12.02,2023.12.02,구로구민회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229514_231107_142321.gif,뮤지컬,공연 전시
호두까기인형 [대구],2023.12.02,2023.12.02,어울아트센터(구. 대구북구문예회관),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229513_231107_140628.gif,뮤지컬,공연 전시
"단칸방콘서트, 우리가 만들어 온 가을의 목소리",2023.11.18,2023.11.18,소극장 연극바보들,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229512_231107_135611.png,콘서트,공연 전시
여자만세 [제주],2023.11.27,2023.11.27,제주아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229511_231107_135153.jpg,연극,공연 전시
리처드 용재 오닐 송년 콘서트: 선물 [경주],2023.12.27,2023.12.27,경주예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229510_231107_134310.jpg,서양음악(클래식),공연 전시
"토끼, 깡충",2023.12.02,2023.12.02,남양주 어린이비전센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229509_231107_134247.jfif,연극,공연 전시
"보라미유 단독 콘서트, 마음 꽃",2023.12.09,2023.12.09,문화정원 아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229508_231107_133554.jpg,콘서트,공연 전시
세종메세나 콘서트,2023.11.30,2023.11.30,세종예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229506_231107_132608.gif,복합,공연 전시
"춤과 인문학 part.2, 해설과 시연이 있는 춤 콘서트 [청주]",2023.10.04,2023.12.27,공간춤,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229505_231107_131048.jpg,무용,공연 전시
부활 크리스마스 콘서트 [서울],2023.12.23,2023.12.23,스위스그랜드호텔,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229503_231107_130337.gif,콘서트,공연 전시
64주년 한국기타협회 정기연주회,2023.11.25,2023.11.25,세종문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229502_231107_125937.gif,서양음악(클래식),공연 전시
행복을 찾아서,2023.12.05,2024.02.18,티오엠씨어터(구. 문화공간필링),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229501_231107_124911.gif,연극,공연 전시
결투,2023.12.02,2024.02.25,예스24 스테이지(구. DCF대명문화공장),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229500_231107_124704.jpg,뮤지컬,공연 전시
틀려도 괜찮아 [부산],2024.01.13,2024.01.14,부산시민회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229499_231107_124224.gif,뮤지컬,공연 전시
아갓탤 (I GOT TALENT),2023.11.29,2023.12.03,KT&G 상상마당 대치아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229498_231107_123504.gif,뮤지컬,공연 전시
"카코포니 단독공연, DIPUC",2023.11.25,2023.11.25,한국콘텐츠진흥원 CKL스테이지,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229497_231107_123357.jpg,콘서트,공연 전시
블루 블라인드 [성남],2023.12.09,2023.12.09,성남아트리움 (구. 성남시민회관),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229494_231107_122357.gif,뮤지컬,공연 전시
"제13회 서울미래연극제, 농사왕",2023.11.24,2023.11.26,미아리고개예술극장(구 미아리예술극장),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229493_231107_121622.jpg,연극,공연 전시
"여름, 스웨터",2023.11.26,2023.11.26,H-스테이지,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229492_231107_120036.jfif,콘서트,공연 전시
엘사의 생일파티 [울산],2024.01.20,2024.01.21,울산문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229491_231107_115006.gif,뮤지컬,공연 전시
"히미츠 Hot Project, 빌보드 침공 Vol.6: 히미츠 청춘페스티벌",2023.11.30,2023.11.30,SPACE BRICK (스페이스브릭),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229490_231107_113817.gif,콘서트,공연 전시
넌 특별하단다 [충주],2023.11.18,2023.11.18,충주시문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229489_231107_113740.jpg,뮤지컬,공연 전시
"제8회 마르떼 심포니 오케스트라 정기공연, OVERTURE SPRING 봄의 서막 [창원]",2023.12.03,2023.12.03,성산아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229488_231107_113224.gif,서양음악(클래식),공연 전시
뽁 [전주(앵콜)],2023.11.16,2023.11.19,아하아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229487_231107_112732.gif,연극,공연 전시
최성수 & 우순실의 만추여행,2023.11.25,2023.11.25,강서아트리움,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229486_231107_112050.gif,콘서트,공연 전시
이무진 전국투어 콘서트: 별책부록 [서울],2023.12.24,2023.12.24,상명아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229485_231107_111725.gif,콘서트,공연 전시
"제125회 울산시립합창단 정기연주회, 천재 멘델스존 [울산]",2023.11.30,2023.11.30,울산문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229484_231107_111558.jpg,서양음악(클래식),공연 전시
"열아홉번째 스윙-바이, June Yun X Hwan Yoo",2023.11.18,2023.11.18,음악공간 중력장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229482_231107_110928.jpg,콘서트,공연 전시
그날의 타이밍,2024.01.02,2024.01.07,극장 동국,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229481_231107_110909.gif,연극,공연 전시
드리머스 Dreamers,2023.11.16,2023.11.22,세종문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229480_231107_110544.png,뮤지컬,공연 전시
딴소리 판 [강릉],2023.11.23,2023.11.23,강릉단오제전수교육관(구. 단오문화관),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229479_231107_110242.jpg,한국음악(국악),공연 전시
"석지민트리오 첫 번째 단독 공연, Portraits [부산]",2023.11.25,2023.11.25,KT&G 상상마당 라이브홀 [부산],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229478_231107_105838.gif,콘서트,공연 전시
히사이시 조 & 시네마 클래식: 크리스마스 드림,2023.12.24,2023.12.25,제주아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229477_231107_105630.gif,서양음악(클래식),공연 전시
90분,2023.11.23,2023.12.03,선돌극장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229475_231107_105412.gif,연극,공연 전시
그날의 타이밍,2023.12.27,2024.01.01,극장 동국,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229473_231107_104924.gif,연극,공연 전시
"서울청춘합창단, 아름다운 동행 [제주]",2023.11.06,2023.11.18,제주문예회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229472_231107_104657.jpg,서양음악(클래식),공연 전시
장은주 피아노 독주회 [인천],2023.11.23,2023.11.23,부평아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229471_231107_104303.gif,서양음악(클래식),공연 전시
"서울시무용단 안무가 프로젝트, 에이플러스",2023.12.15,2023.12.17,세종문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229470_231107_104239.jpg,무용,공연 전시
"장사익 송년콘서트, 사람이 사람을 만나 [강릉]",2023.12.09,2023.12.09,강릉아트센터(구. 강릉문화예술관),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229469_231107_103936.jpg,한국음악(국악),공연 전시
춘천시립국악단 특별공연: 춘천의 山河,2023.12.01,2023.12.01,축제극장 몸짓,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229467_231107_103801.jpg,한국음악(국악),공연 전시
임태경과 KNN방송교향악단의 특별한 송년음악회 [부산],2023.12.29,2023.12.29,부산문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229466_231107_103320.gif,서양음악(클래식),공연 전시
제500회 대구시립교향악단 정기연주회: The 500th Concert since 1964,2023.11.24,2023.11.24,대구콘서트하우스,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229465_231107_103214.gif,서양음악(클래식),공연 전시
F1963 오페라 갈라 콘서트 [부산],2023.12.16,2023.12.16,F1963,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229464_231107_102930.gif,서양음악(클래식),공연 전시
"빌리어코스티 연말 콘서트, Close to",2023.12.02,2023.12.03,톤스튜디오 서울,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229463_231107_102725.jfif,콘서트,공연 전시
뉴트로 언플러그드 콘서트,2023.12.03,2023.12.03,살롱 문보우,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229462_231107_102718.jfif,콘서트,공연 전시
노지영 피아노 독주회: Classic X Jazz,2023.12.22,2023.12.22,금호아트홀 연세,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229461_231107_102141.gif,서양음악(클래식),공연 전시
이나래 피아노 독주회,2023.11.24,2023.11.24,세종문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229459_231107_101932.png,서양음악(클래식),공연 전시
제12회 HPO 정기연주회,2023.12.03,2023.12.03,세종문화회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229457_231107_101500.gif,서양음악(클래식),공연 전시
"이글루베이 단독 콘서트, 장막",2023.12.08,2023.12.08,롤링홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229456_231107_101456.jpg,콘서트,공연 전시
"제2회 윤악당뮤지컬밴드 정기공연, 웰컴 투더 르네상스",2023.12.02,2023.12.03,북아현아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229455_231107_101109.png,뮤지컬,공연 전시
KARDI 첫 단독 콘서트: RED ZONE,2023.12.02,2023.12.03,무신사 개러지(구. 왓챠홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229453_231107_100738.gif,콘서트,공연 전시
블랙홀 34주년 기념 공연,2023.11.19,2023.11.19,노들섬,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229452_231107_100617.gif,콘서트,공연 전시
"제1회 자막이 있는 연극제, 그림자무덤",2023.11.23,2023.11.26,소극장 플랫폼74,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229451_231107_100333.gif,연극,공연 전시
구둣방 할아버지와 요정들 [서울 금천],2023.11.09,2023.12.09,레미어린이극장 [금천],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229449_231107_095619.jpg,뮤지컬,공연 전시
MMA: 멜론뮤직어워드,2023.12.02,2023.12.02,인스파이어리조트,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229447_231107_095031.jpg,콘서트,공연 전시
아기돼지 삼형제 [충주],2024.02.24,2024.02.24,호암예술관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229444_231107_094318.gif,뮤지컬,공연 전시
"오왠 연말 브랜드 단독 콘서트, ALWAYS WITH YOU",2023.12.03,2023.12.03,노들섬,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229443_231107_094114.jpg,콘서트,공연 전시
아기돼지 삼형제 [아산],2024.01.13,2024.01.13,아산시 평생학습관(여성회관 아산아트홀),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229442_231107_093945.gif,뮤지컬,공연 전시
바디콘서트 [충북 음성],2023.11.30,2023.11.30,음성문화예술회관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229441_231107_093902.gif,무용,공연 전시
빨간모자와 늑대 [충주],2024.01.06,2024.01.06,호암예술관,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229440_231107_093651.gif,뮤지컬,공연 전시
"NOL 스테이지, 뮤지컬 레미제라블 미니콘서트",2023.11.26,2023.11.26,현대카드 언더스테이지,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229439_231107_093158.gif,뮤지컬,공연 전시
SAAY 단독 콘서트: WELCOME TO SAAY WORLD,2023.12.15,2023.12.15,SPACE BRICK (스페이스브릭),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229438_231107_092734.gif,콘서트,공연 전시
오리지널 드로잉 쇼 [제주],2023.11.24,2023.11.25,제주아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229437_231107_092652.jpg,뮤지컬,공연 전시
"The stroy 인간문화재, 정영만",2023.11.23,2023.11.23,민속극장풍류,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229436_231107_092357.jpg,한국음악(국악),공연 전시
히사이시 조 & 시네마 클래식 with TMO 솔로이스츠,2023.12.01,2023.12.01,엑스코(exco),http://www.kopis.or.kr/upload/pfmPoster/PF_PF229435_231107_092036.gif,서양음악(클래식),공연 전시
정동원 콘서트: 연말총동원 1st JEONG DONG WON'S 1st YEAR END CONCERT [부산],2023.12.30,2023.12.31,KBS홀 [부산],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229434_231107_091639.gif,콘서트,공연 전시
"광안살롱위켄드, Lee ji hyun Recital 이지현",2023.11.18,2023.11.18,필슈파스,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229430_231106_161709.jpg,서양음악(클래식),공연 전시
"한국가곡 대축제 in 당진: 봄, 여름, 가을, 그리고 겨울 [당진]",2023.11.18,2023.11.18,당진문예의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229429_231106_161038.jpg,서양음악(클래식),공연 전시
The Kandle: COLDPLAY & DISNEY in 청담나인,2023.11.25,2023.11.25,청담나인,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229428_231106_160846.jpg,서양음악(클래식),공연 전시
한강의 기적 [대구],2023.11.19,2023.11.19,수성아트피아,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229427_231106_160606.png,콘서트,공연 전시
피아니스트 최진아 리사이틀,2023.11.24,2023.11.24,금호아트홀 연세,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229426_231106_160045.gif,서양음악(클래식),공연 전시
피노키오의 모험 [안산 고잔],2023.12.02,2023.12.10,NC소극장 [안산고잔],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229425_231106_155812.jpg,연극,공연 전시
크리스마스 칸타타 [천안],2023.12.22,2023.12.22,천안예술의전당,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229423_231106_154918.gif,복합,공연 전시
크리스마스 칸타타 [용인],2023.12.14,2023.12.17,용인포은아트홀,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229422_231106_154613.gif,복합,공연 전시
"크리스마스 콘서트, 퍼니밴드 [인천]",2023.12.25,2023.12.25,엘림아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229421_231106_154013.gif,서양음악(클래식),공연 전시
호프만의 이야기 & 라보엠,2023.12.09,2023.12.09,예술의전당 [서울],http://www.kopis.or.kr/upload/pfmPoster/PF_PF229420_231106_153635.gif,서양음악(클래식),공연 전시
리처드 용재 오닐 송년 콘서트: 선물 [대구],2023.12.20,2023.12.20,아양아트센터,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229418_231106_152248.jpg,서양음악(클래식),공연 전시
"춤으로 만나는 품바, 얼씨구! [인천]",2023.11.18,2023.11.18,트라이보울,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229415_231106_151412.gif,무용,공연 전시
초록마술사의 벌룬벌룬 [부산],2023.11.04,2023.11.26,초록마술극장,http://www.kopis.or.kr/upload/pfmPoster/PF_PF229411_231106_150839.jpg,서커스/마술,공연 전시
